,name,sex,phone,email,address,vip
1292,Talia Erin-Grace,Female,15894661114,18300180292@fudan.edu.cn,"288 Jye Road, Tokyo",0
1293,Charleigh Taylor-Louise,Female,13748620114,18300180293@fudan.edu.cn,"220 Aiden- Street, Paris",1
1294,Bennett Silisitino,Female,19179260958,18300180294@fudan.edu.cn,"770 Addhaf Street, Hong Kong",0
1295,Tansi Jiyanna,Male,18968279134,18300180295@fudan.edu.cn,"525 Alyssa Lane, Sao Paulo",0
1296,Meral Tadiwanashe,Female,13751238221,18300180296@fudan.edu.cn,"803 Lianah Avenue, Manila",1
1297,Ese Harley-David,Female,13765994752,18300180297@fudan.edu.cn,"503 Vlad Avenue, Manila",1
1298,Aida-Leigh Greysen,Male,13742988158,18300180298@fudan.edu.cn,"864 Kacy-L Road, Seoul",0
1299,Myfanwy Izara,None,15833756152,18300180299@fudan.edu.cn,"205 Presli Avenue, Paris",1
1300,Samr Zoulikha,Male,18610948506,18300180300@fudan.edu.cn,"173 Sabeeh Street, London",1
1301,Jordon Somerville,Female,19124794617,18300180301@fudan.edu.cn,"717 Srijit Lane, Tokyo",0
1302,Tamzyn Nicarla,Female,18699217657,18300180302@fudan.edu.cn,"704 Annaya Street, Tokyo",1
1303,Isidor Leatham,Female,18982761426,18300180303@fudan.edu.cn,"693 Ellie- Avenue, Shanghai",1
1304,Emmi-Grace Zayyan,Female,18653243947,18300180304@fudan.edu.cn,"57 Deven Street, Buenos Aires",1
1305,Ian-Henry Kanchan,Male,15844552596,18300180305@fudan.edu.cn,"569 Asia-L Road, Guangzhou",1
1306,Dallyn Leonie-Leigh,Female,18990264893,18300180306@fudan.edu.cn,"898 Rhudy Road, Guangzhou",1
1307,Kaima Bohden,Male,19120276509,18300180307@fudan.edu.cn,"354 Cariba Avenue, Seoul",1
1308,Mealla Chai,Female,13765534582,18300180308@fudan.edu.cn,"641 Lucie- Street, Manila",1
1309,Keren-Grace Roni-Lii,Female,19154283338,18300180309@fudan.edu.cn,"237 Diago Street, Buenos Aires",1
1310,Lejla Erum,None,19123299688,18300180310@fudan.edu.cn,"580 Madis Street, Manila",0
1311,Lennox-Leigh Malakie,Female,18650330268,18300180311@fudan.edu.cn,"976 Tsveta Road, Bangkok",0
1312,Dita Nes,Female,18957456891,18300180312@fudan.edu.cn,"487 Thomas Avenue, Shanghai",1
1313,Leana Vuk,Male,19116645982,18300180313@fudan.edu.cn,"898 Oluwat Street, Los Angeles",0
1314,Elyes Lily-Anna,Male,18935206083,18300180314@fudan.edu.cn,"893 Oluwak Street, Manila",1
1315,Sahashra Rylnn,Male,19124611954,18300180315@fudan.edu.cn,"501 Donna- Street, Buenos Aires",0
1316,Chiamanda Ole,Male,18980388627,18300180316@fudan.edu.cn,"160 Sanskr Road, Beijing",1
1317,Iremide Serah,Male,19129603571,18300180317@fudan.edu.cn,"566 Hayden Road, Madrid",1
1318,Ayomi Jeremi,Female,13787622591,18300180318@fudan.edu.cn,"731 Arran- Lane, Manila",0
1319,Alexus-Rose Saidatou,Female,18619272402,18300180319@fudan.edu.cn,"390 Lilly- Avenue, Manila",1
1320,Roko Faraan,Female,13757833804,18300180320@fudan.edu.cn,"496 Junain Avenue, Bangkok",0
1321,Olivia-Ruby Nisrine,Male,19117604218,18300180321@fudan.edu.cn,"962 Brook Road, Hong Kong",1
1322,Navaneeth Deepak,Female,18959258630,18300180322@fudan.edu.cn,"257 Cuan Avenue, Hong Kong",0
1323,Eva-Louise Nyalah,None,13766243161,18300180323@fudan.edu.cn,"565 Radu Road, Beijing",1
1324,Eibhleann Delphie,Male,15878785034,18300180324@fudan.edu.cn,"534 Rukai Street, Buenos Aires",0
1325,Marisse Mirha,Male,18927677422,18300180325@fudan.edu.cn,"254 Preet Lane, Seoul",1
1326,Ream Tinotenda,Male,18625084757,18300180326@fudan.edu.cn,"698 Astra Avenue, Sao Paulo",1
1327,Emily-Anne Sanjai,Female,18919733351,18300180327@fudan.edu.cn,"628 Mollie Road, Manila",0
1328,Xane Rachata,Female,15899332475,18300180328@fudan.edu.cn,"686 Keiann Avenue, Beijing",1
1329,Suzannah Maksen,Female,19126385109,18300180329@fudan.edu.cn,"749 Ekamje Avenue, Sao Paulo",1
1330,Robert-Jay Soleil,Female,15864530743,18300180330@fudan.edu.cn,"242 Ahmeed Street, Manila",0
1331,Jacqueline Raevan,Male,18979176546,18300180331@fudan.edu.cn,"810 Munaa Street, Shanghai",0
1332,Coben Callum,Female,18998687576,18300180332@fudan.edu.cn,"335 Demi-A Avenue, Buenos Aires",0
1333,Monique Amy-Jane,Male,15812802437,18300180333@fudan.edu.cn,"70 Modest Street, Seoul",1
1334,Rameen Tyriee,Male,15844423860,18300180334@fudan.edu.cn,"77 Hoorya Street, Sao Paulo",1
1335,Eduards Eshmaal,None,15820043468,18300180335@fudan.edu.cn,"295 Maxwel Street, Los Angeles",0
1336,Naioma Elwan,Male,19170641746,18300180336@fudan.edu.cn,"937 Sascha Road, Guangzhou",1
1337,Thom Shuaib,Female,13742548179,18300180337@fudan.edu.cn,"696 Zacery Street, Manila",1
1338,Nurhan Maddison-Grace,Female,18958491572,18300180338@fudan.edu.cn,"234 Ayben Lane, Seoul",1
1339,Harley-May Marleighmay,Male,18981854052,18300180339@fudan.edu.cn,"423 Lukas Street, Los Angeles",0
1340,Khoary Kahlo,Male,18686235549,18300180340@fudan.edu.cn,"94 Evylyn Lane, Los Angeles",0
1341,Yossarian Milyn,Male,19127148142,18300180341@fudan.edu.cn,"346 Consue Street, Beijing",1
1342,Carmelo Brhea,Male,13728006192,18300180342@fudan.edu.cn,"111 Zuhayr Avenue, Hong Kong",0
1343,Orryn Dubem,Female,19162493000,18300180343@fudan.edu.cn,"624 Scott Avenue, Paris",1
1344,Callie-Louise Francesca,Male,19179030250,18300180344@fudan.edu.cn,"980 Gryfin Road, Buenos Aires",0
1345,Ruth-Makafui Zhi,Male,19148957537,18300180345@fudan.edu.cn,"197 Zhi Lane, Sao Paulo",1
1346,Keya Rhyian,Female,18946975075,18300180346@fudan.edu.cn,"186 Dua'a Avenue, Shanghai",0
1347,Agastya Taiylor,Male,18692224627,18300180347@fudan.edu.cn,"449 Elija Street, Tokyo",1
1348,Blathnaid Jamison,None,18635958973,18300180348@fudan.edu.cn,"536 Bully Lane, Madrid",1
1349,Mathias Jayden-Jack,Male,18610153584,18300180349@fudan.edu.cn,"464 Andrea Road, Bangkok",0
1350,Juliana Amara-Louise,Female,18693496851,18300180350@fudan.edu.cn,"450 Angeli Road, Buenos Aires",0
1351,Bellah Ubayd,None,18685758122,18300180351@fudan.edu.cn,"545 Aaylah Road, Tokyo",0
1352,Jennson Vidyut,Female,19155220694,18300180352@fudan.edu.cn,"895 Hailli Avenue, Paris",1
1353,Everly-Rose Aidenas,Female,19115479376,18300180353@fudan.edu.cn,"296 Darrah Avenue, Paris",0
1354,Kaima Advith,Male,19128165203,18300180354@fudan.edu.cn,"351 Dempse Lane, Paris",1
1355,Kaycay Michi,Female,13716715061,18300180355@fudan.edu.cn,"338 Hosann Lane, Guangzhou",0
1356,Dhiya Eliot-Elise,Male,15829827312,18300180356@fudan.edu.cn,"158 Dennon Street, Bangkok",1
1357,Ely Rebeka,Male,13771781867,18300180357@fudan.edu.cn,"525 Milani Street, Delhi",1
1358,Sonakshi Billie-Beau,Female,15843830863,18300180358@fudan.edu.cn,"10 Dilip Lane, Hong Kong",0
1359,Kacey-Jean Addilyn,Male,18638600275,18300180359@fudan.edu.cn,"148 Ellyss Lane, Shanghai",0
1360,Venomukona Jupiter,Male,18965029617,18300180360@fudan.edu.cn,"532 Weylyn Street, Sao Paulo",1
1361,Yersultan Cabe,Male,18621742276,18300180361@fudan.edu.cn,"666 Caellu Avenue, Paris",1
1362,Finlay-Carter Shaneandrew,Female,18622485489,18300180362@fudan.edu.cn,"111 Marko Avenue, Bangkok",0
1363,Kayla-Jayde Rafal,Male,13790543488,18300180363@fudan.edu.cn,"707 Krishn Road, Seoul",0
1364,Olivia-Iris Marrissa,Female,15881811179,18300180364@fudan.edu.cn,"704 Katlyn Avenue, Madrid",1
1365,Evanie Nmesomachukwu,Female,13741650106,18300180365@fudan.edu.cn,"84 Borbal Avenue, Manila",1
1366,Calypso Jamilah,Female,13752827437,18300180366@fudan.edu.cn,"895 Atalia Road, Sao Paulo",0
1367,Towson Radleigh,Female,18613458726,18300180367@fudan.edu.cn,"370 Melody Avenue, Paris",1
1368,Brooke-Love Ivory-Jane,Female,18943703883,18300180368@fudan.edu.cn,"68 Khian- Road, Beijing",0
1369,Iris-May Coragh,Female,13777426889,18300180369@fudan.edu.cn,"680 Arhaan Lane, Buenos Aires",1
1370,Ameila Walter,Female,15881805271,18300180370@fudan.edu.cn,"641 Adeem Lane, Seoul",1
1371,Khalan Elikem,Female,18693123735,18300180371@fudan.edu.cn,"175 Owin Avenue, Hong Kong",1
1372,Hew Danyal,Female,18918026134,18300180372@fudan.edu.cn,"584 Able Road, Madrid",0
1373,Poppy-Rose Sennen,Male,18988856027,18300180373@fudan.edu.cn,"380 Fynn Lane, Hong Kong",1
1374,Cairney Giana,Female,18664611133,18300180374@fudan.edu.cn,"802 Simree Street, Bangkok",0
1375,Anuja Joudy,Female,19163808186,18300180375@fudan.edu.cn,"846 Leia-M Road, Paris",0
1376,Jiazuo Annais,Female,18946510752,18300180376@fudan.edu.cn,"742 Chanda Lane, Beijing",0
1377,Lilliah Sidahmed,Male,18610364683,18300180377@fudan.edu.cn,"254 Khodi Avenue, London",1
1378,Wynter-Willow Connor-Jack,Male,18691790807,18300180378@fudan.edu.cn,"188 Rebecc Street, Delhi",1
1379,Muriel Serafim,Female,15829991736,18300180379@fudan.edu.cn,"944 Abhik Lane, Buenos Aires",1
1380,Reyann Salvi,Male,18962739376,18300180380@fudan.edu.cn,"243 Osose Street, Tokyo",1
1381,Elan Solana,Female,18644937975,18300180381@fudan.edu.cn,"150 Louisa Lane, Paris",1
1382,Joban Keiron,Female,13729232804,18300180382@fudan.edu.cn,"88 Ivy-Qu Lane, Buenos Aires",1
1383,Mate Emily-Mae,Male,19177041792,18300180383@fudan.edu.cn,"342 Khalee Street, Madrid",1
1384,Mukhtar Pawan,Female,18928846493,18300180384@fudan.edu.cn,"425 Mishar Road, Guangzhou",1
1385,Elli-Jane Layal,Male,18652674202,18300180385@fudan.edu.cn,"537 Alicia Road, Beijing",1
1386,Lailla Jaycey,Female,15815997808,18300180386@fudan.edu.cn,"183 Myaa Road, Guangzhou",0
1387,Amarachi Sethuli,Male,15813500704,18300180387@fudan.edu.cn,"414 Chloe- Street, Beijing",0
1388,Kiannah-Lee Maikas,Male,13750791588,18300180388@fudan.edu.cn,"912 Oswin Road, Sao Paulo",0
1389,Elissa-Beth Lien,Male,15852233033,18300180389@fudan.edu.cn,"752 Jotham Lane, Guangzhou",0
1390,Leland Ruqiya,Female,19151928317,18300180390@fudan.edu.cn,"864 Jediso Road, Seoul",0
1391,Daanish Dita,Female,18638492031,18300180391@fudan.edu.cn,"457 Nyara Road, Los Angeles",1
1392,Jayadeep Jessyca,Female,18626436271,18300180392@fudan.edu.cn,"842 Miryam Street, Hong Kong",1
1393,Kayinat Auston,Female,13795857368,18300180393@fudan.edu.cn,"256 Chidoz Road, Seoul",1
1394,Gunesh Liliane,Female,18657956327,18300180394@fudan.edu.cn,"630 Kaylae Lane, Beijing",0
1395,Sunjata Harum,Male,18669206864,18300180395@fudan.edu.cn,"575 Nyla Avenue, Paris",1
1396,Kamsirio Muizz,Female,18633468119,18300180396@fudan.edu.cn,"196 Lowen Avenue, Seoul",0
1397,Gurempal Safwaan,Male,15833814011,18300180397@fudan.edu.cn,"615 Amber- Lane, Sao Paulo",1
1398,Ashlyn Brandin,Male,18613504800,18300180398@fudan.edu.cn,"585 Samy Road, London",1
1399,Rhain Oumou,Female,19155043572,18300180399@fudan.edu.cn,"145 Alexis Street, Hong Kong",0
1400,Ajay Zehra,Male,15845702615,18300180400@fudan.edu.cn,"461 Caileb Avenue, Los Angeles",1
1401,Zaiyyan Tarishi,Male,15814899571,18300180401@fudan.edu.cn,"114 Machri Lane, Beijing",0
1402,Valene Herkeet,Female,19139015756,18300180402@fudan.edu.cn,"466 Jiage Avenue, Bangkok",1
1403,Zacharie Raffaella,Female,15840297170,18300180403@fudan.edu.cn,"603 Texis Road, Seoul",1
1404,Laciann Aiven,Male,13761487446,18300180404@fudan.edu.cn,"846 Daragh Road, Shanghai",1
1405,Ellery Adhvik,Male,18699160003,18300180405@fudan.edu.cn,"908 Piriya Lane, Paris",0
1406,Areya-Belle Kaeto,Male,18635559067,18300180406@fudan.edu.cn,"858 Ruoxua Lane, Tokyo",0
1407,Bayli Macen,Female,19131194093,18300180407@fudan.edu.cn,"122 Eliza- Street, Guangzhou",0
1408,Bella-J Emma,Male,13768500941,18300180408@fudan.edu.cn,"130 Floria Lane, Tokyo",1
1409,Mulham Oluwatimilehyin,Female,13732204578,18300180409@fudan.edu.cn,"185 Amishi Avenue, Manila",0
1410,Atuvi Cody,Female,18959776048,18300180410@fudan.edu.cn,"525 Tanvit Avenue, Buenos Aires",1
1411,Darval Marni,Male,15849746915,18300180411@fudan.edu.cn,"298 Raageh Lane, Guangzhou",0
1412,Niami Gabisile,Female,13784715764,18300180412@fudan.edu.cn,"673 Faron Street, Seoul",0
1413,Shreedatt Shenice,Female,19156485997,18300180413@fudan.edu.cn,"188 Ahungw Avenue, Manila",1
1414,Sangvika Reigen,Female,13786411050,18300180414@fudan.edu.cn,"232 John-P Lane, Buenos Aires",0
1415,Tegan-Louise Darlah,Female,15898690326,18300180415@fudan.edu.cn,"104 Junhee Lane, Delhi",1
1416,Lexieleigh Ephraim-Pedro,Male,13744917610,18300180416@fudan.edu.cn,"571 Agrim Road, Sao Paulo",0
1417,Kelsie-Mai Link,Male,13760999431,18300180417@fudan.edu.cn,"82 Maab Avenue, Seoul",0
1418,Caela Juory,Female,18988420833,18300180418@fudan.edu.cn,"340 Domani Road, Paris",0
1419,Geordin Batyr,Male,18945716135,18300180419@fudan.edu.cn,"153 Benny Lane, Guangzhou",1
1420,Sohan Santana,Male,13768084897,18300180420@fudan.edu.cn,"94 Nuala- Lane, Bangkok",0
1421,Kedd Ambyr,Female,15877729731,18300180421@fudan.edu.cn,"436 Borbal Lane, Hong Kong",0
1422,Olea-Mae Jamelia,Female,13757992210,18300180422@fudan.edu.cn,"458 Laurin Lane, Sao Paulo",1
1423,Eviee Aadhith,Male,15878530257,18300180423@fudan.edu.cn,"951 Henos Lane, Shanghai",1
1424,Mikayla-Marie Derrin,Male,19178136423,18300180424@fudan.edu.cn,"13 Kaly-L Lane, Bangkok",0
1425,Maren Dannika,Male,15883859703,18300180425@fudan.edu.cn,"386 Ladzi Street, Guangzhou",0
1426,Olapeju Lauren-Jo,Male,18665401107,18300180426@fudan.edu.cn,"908 Khyrel Road, Hong Kong",1
1427,Richa Mikaah,Male,18970813291,18300180427@fudan.edu.cn,"661 Braegy Avenue, Sao Paulo",1
1428,Oliwier Assiya,Male,19194728757,18300180428@fudan.edu.cn,"651 Juneip Lane, Beijing",1
1429,Khusvika Heidi-May,Male,15894442675,18300180429@fudan.edu.cn,"555 Lawy Lane, Los Angeles",0
1430,Nouh Breeyah,Male,19139687603,18300180430@fudan.edu.cn,"126 Noriee Road, London",0
1431,Solveig Nidhin,Female,13726168910,18300180431@fudan.edu.cn,"641 Bluebe Lane, Tokyo",1
1432,Erynn-Lily Chanah,Male,18911902985,18300180432@fudan.edu.cn,"46 Oria Lane, London",1
1433,Uma Zafir,Male,18624570109,18300180433@fudan.edu.cn,"567 Sophia Avenue, Madrid",0
1434,Fenton Novah,Female,18656885031,18300180434@fudan.edu.cn,"648 Elise- Avenue, Beijing",1
1435,Rosa-Amia Roen,Male,15835909689,18300180435@fudan.edu.cn,"747 Feile Avenue, Beijing",0
1436,Ava-Maria Parkor,Female,18698123297,18300180436@fudan.edu.cn,"511 Titani Road, Paris",0
1437,Carley-Anne Omotayo,Female,15810124455,18300180437@fudan.edu.cn,"220 Keirne Lane, Shanghai",1
1438,Destiny-Lee Tazmin,Female,18630551024,18300180438@fudan.edu.cn,"247 Malach Street, London",0
1439,Arainn Jessica-Paige,Male,13755760979,18300180439@fudan.edu.cn,"45 Argyll Lane, Tokyo",0
1440,Hallie-Jane Esam,Male,18627200860,18300180440@fudan.edu.cn,"215 Aaliya Street, Los Angeles",0
1441,Ellagh Favoured,Male,18968287290,18300180441@fudan.edu.cn,"651 Leelyn Street, Sao Paulo",0
1442,Qiyana Marja,Female,18920301924,18300180442@fudan.edu.cn,"187 Niki Lane, London",1
1443,Avayah Caoimhe-Grace,Male,18610745766,18300180443@fudan.edu.cn,"716 Madlei Avenue, Los Angeles",0
1444,Jim Karenna,Male,15899107518,18300180444@fudan.edu.cn,"926 Musa Avenue, London",1
1445,Aiko Reinna,Male,18637362613,18300180445@fudan.edu.cn,"216 Doaa Road, Manila",0
1446,Jamelia Judge,Female,19119461240,18300180446@fudan.edu.cn,"476 Nirvaa Street, Hong Kong",0
1447,Jonpaul Shanniah,Female,19184825538,18300180447@fudan.edu.cn,"280 Kaedan Avenue, Delhi",0
1448,Anupa Mace,None,13753879878,18300180448@fudan.edu.cn,"603 Aaden Lane, Hong Kong",1
1449,Briahna Karragh,Male,18950856855,18300180449@fudan.edu.cn,"650 Stiles Avenue, Shanghai",0
1450,Nizara-May Calli,Male,15859355433,18300180450@fudan.edu.cn,"397 Adysso Street, Sao Paulo",0
1451,Abed Prayer,Female,13752570857,18300180451@fudan.edu.cn,"597 Harli Lane, Beijing",0
1452,Gracie-Lou Devesh,Female,15892774067,18300180452@fudan.edu.cn,"328 Hibbah Street, Paris",1
1453,Connor-William Isaiah,Female,18956842885,18300180453@fudan.edu.cn,"259 Gorkem Avenue, Madrid",0
1454,Bannon Saleem,Male,19171175276,18300180454@fudan.edu.cn,"795 Aniv Avenue, Buenos Aires",1
1455,Laurel Polina,Female,18950741539,18300180455@fudan.edu.cn,"17 Kiyans Road, Shanghai",0
1456,Briana Lilyann,Female,18990629953,18300180456@fudan.edu.cn,"56 N'eve Lane, London",0
1457,Pavils Obay,Female,15853315484,18300180457@fudan.edu.cn,"576 Arshpr Street, Madrid",0
1458,Nethan Reay,Female,18614680679,18300180458@fudan.edu.cn,"95 Darcie Lane, Seoul",0
1459,Karley-Jo Taliesin,Female,19153820029,18300180459@fudan.edu.cn,"580 Adlane Lane, Madrid",1
1460,Margaret-Mary Ruilin,Male,18946101106,18300180460@fudan.edu.cn,"943 Lincol Street, Sao Paulo",1
1461,Romey Shavannah,Female,13740852629,18300180461@fudan.edu.cn,"92 Aymar Road, Manila",0
1462,Navina Aviannah,Male,13741446828,18300180462@fudan.edu.cn,"681 Sheena Road, Manila",0
1463,Poppy-James Mattias,Male,13788248452,18300180463@fudan.edu.cn,"788 Georgi Lane, Sao Paulo",0
1464,Iva Munana,Male,15896994623,18300180464@fudan.edu.cn,"47 El-Sha Avenue, Delhi",0
1465,Peony James-Jai,Male,18646684921,18300180465@fudan.edu.cn,"510 Kerish Street, Manila",0
1466,Mayzie Yashveer,Male,18921193823,18300180466@fudan.edu.cn,"97 Bruce Street, Seoul",1
1467,Joban Avaleigh,Male,19148966207,18300180467@fudan.edu.cn,"330 Sidona Avenue, Bangkok",0
1468,Alexin Atifa,Male,18636516664,18300180468@fudan.edu.cn,"7 Savann Street, Los Angeles",1
1469,Emmelia Antonia,None,19141938433,18300180469@fudan.edu.cn,"467 Ryelee Lane, Madrid",1
1470,Jaiden Merryn,Female,18632741564,18300180470@fudan.edu.cn,"925 Harlee Lane, Paris",0
1471,Hurrem Cece,Male,18640289852,18300180471@fudan.edu.cn,"940 Jayan Street, Hong Kong",1
1472,Ronel Eeshan,Female,15844099154,18300180472@fudan.edu.cn,"592 Ludovi Street, Hong Kong",0
1473,Hollywood Abi,Female,18627954196,18300180473@fudan.edu.cn,"42 Ahlee- Avenue, Paris",0
1474,Leah-Jane Sophia-Marie,Male,15816580128,18300180474@fudan.edu.cn,"186 Alithe Road, Paris",0
1475,Theodric Abdalla,None,19111450383,18300180475@fudan.edu.cn,"715 Cace Street, Seoul",1
1476,Joel Eefah,Male,19149211817,18300180476@fudan.edu.cn,"897 Amiya- Lane, Buenos Aires",0
1477,Mohitha Korie,Female,15848121779,18300180477@fudan.edu.cn,"774 Nameer Street, Paris",0
1478,Zimifekachukwu Lidija,Male,18695376261,18300180478@fudan.edu.cn,"686 Santia Street, Manila",1
1479,Lola-Grace Sintija,Female,18943912994,18300180479@fudan.edu.cn,"127 Nino Road, London",1
1480,Leo-James Fionnain,Female,18688548501,18300180480@fudan.edu.cn,"514 Gypsy Road, Manila",1
1481,Lacey-Louise Xuxian,Male,18662798120,18300180481@fudan.edu.cn,"302 Christ Road, Madrid",1
1482,Demi-May Dimitris,Female,18634515209,18300180482@fudan.edu.cn,"145 Adlan Avenue, Beijing",0
1483,Aaiylah Folajimi,Female,18965924488,18300180483@fudan.edu.cn,"909 Rothag Road, Beijing",0
1484,Deedee Geoffrey,Female,18690575360,18300180484@fudan.edu.cn,"409 Nayara Road, Seoul",0
1485,Marleyrose Zainub,Male,15824484957,18300180485@fudan.edu.cn,"248 Ellis Avenue, Madrid",0
1486,Hew Abber,Male,19126527786,18300180486@fudan.edu.cn,"196 Yazn Street, Los Angeles",0
1487,Moyosola Jazmin,Female,13763740912,18300180487@fudan.edu.cn,"939 Agnese Road, London",0
1488,Kerryann Katie-Rose,Female,19131127650,18300180488@fudan.edu.cn,"650 Kaseyl Avenue, Beijing",0
1489,Mohamed-Idriss Manech,Male,18982384060,18300180489@fudan.edu.cn,"410 Lohan Street, Los Angeles",1
1490,Kodie-Leigh Billiejoe,Male,18637281720,18300180490@fudan.edu.cn,"201 Codey- Road, Shanghai",0
1491,Tharun Arryca,Female,13718380171,18300180491@fudan.edu.cn,"224 Anthon Street, Shanghai",1
1492,Carrson Rodwin,Female,15824471666,18300180492@fudan.edu.cn,"936 Rody Lane, Delhi",0
1493,Shayan Calista,Male,15811059873,18300180493@fudan.edu.cn,"626 Shevau Street, Bangkok",0
1494,Wan Lucie,Female,15880726369,18300180494@fudan.edu.cn,"131 Mailah Road, Los Angeles",0
1495,Cobi Kealan,Male,18977361866,18300180495@fudan.edu.cn,"222 Milyn Road, Tokyo",0
1496,Ishe-Oluwa Elisheba,Male,15876564917,18300180496@fudan.edu.cn,"784 Thande Avenue, Manila",0
1497,Waniya Zenith,Male,15837290107,18300180497@fudan.edu.cn,"839 Darci- Street, Beijing",1
1498,Hannah-Leigh Alexus-Rose,Female,19143432339,18300180498@fudan.edu.cn,"584 Pennyl Street, Manila",1
1499,Taliya Ayannah,Female,18670313342,18300180499@fudan.edu.cn,"234 Aaiza Lane, Madrid",1
1500,Rosalia Oonagh,Female,15848271333,19307110000@fudan.edu.cn,"565 Lyla-G Avenue, Delhi",1
1501,Jamie-Junior Ludovic,None,15819937699,19307110001@fudan.edu.cn,"462 Agosti Lane, Beijing",1
1502,Jaydon-Joe Anhua,Male,15881886414,19307110002@fudan.edu.cn,"397 Ameliy Street, Paris",0
1503,Mukti Hannelotte,Female,18650643323,19307110003@fudan.edu.cn,"329 Tulisa Avenue, London",0
1504,Rain Jayne,Male,18671425235,19307110004@fudan.edu.cn,"257 Ahungw Avenue, Madrid",1
1505,Altyab Nevaeh-Jayde,Female,18911099990,19307110005@fudan.edu.cn,"577 Dhvip Street, Beijing",0
1506,Mathew Oktay,Male,18943158859,19307110006@fudan.edu.cn,"640 Rocio Road, Madrid",1
1507,Tayen Laylah,Male,19179325819,19307110007@fudan.edu.cn,"219 Charle Avenue, Manila",1
1508,Aria-Skye Seaneen,Male,18612476959,19307110008@fudan.edu.cn,"43 Javier Street, Tokyo",0
1509,Golam Dezi,Male,15886146439,19307110009@fudan.edu.cn,"163 Iker Road, London",1
1510,Abdirahim Amelia-Jayne,Female,18666614663,19307110010@fudan.edu.cn,"302 Kayleb Street, Hong Kong",1
1511,Layah Aaryan,Female,19116220459,19307110011@fudan.edu.cn,"839 Mahiki Street, Guangzhou",0
1512,Sophie-Rose Blayre,Female,15898623271,19307110012@fudan.edu.cn,"464 Osbour Road, Tokyo",0
1513,Waverley Senara,Male,15858908595,19307110013@fudan.edu.cn,"644 Haruni Street, Seoul",1
1514,Jaelyn Chrissie-Ann,Female,15833459535,19307110014@fudan.edu.cn,"820 Hanne Road, Guangzhou",1
1515,Kelci Kalyan,Male,18653562482,19307110015@fudan.edu.cn,"292 Zahra- Street, Seoul",1
1516,Aide Tamana,None,15825623606,19307110016@fudan.edu.cn,"144 Elda-M Lane, London",1
1517,Leyona Iva,Male,15869695893,19307110017@fudan.edu.cn,"817 Rarri- Lane, Guangzhou",0
1518,Lillia-Erin Ohran,Female,18996912290,19307110018@fudan.edu.cn,"168 Taonga Lane, Bangkok",1
1519,Cahlie Pennylane,Male,18640547203,19307110019@fudan.edu.cn,"808 Ismael Street, Seoul",0
1520,Amaira Avneesh,Male,15829223308,19307110020@fudan.edu.cn,"677 Kalvin Avenue, Guangzhou",0
1521,Morag Riley-Noahl,None,15880733091,19307110021@fudan.edu.cn,"230 Juli Avenue, Manila",0
1522,Meerum Aggie-Rose,Male,15864436013,19307110022@fudan.edu.cn,"867 Shumai Road, Sao Paulo",1
1523,Aazia Laoise,None,18972253728,19307110023@fudan.edu.cn,"346 Edee Street, Shanghai",0
1524,Dhvip Emidy,Male,18968183474,19307110024@fudan.edu.cn,"917 Saiesh Road, Delhi",0
1525,Vasilis Kiawa,Male,13730080890,19307110025@fudan.edu.cn,"754 Millie Street, Sao Paulo",0
1526,Hosnia Georgios,Female,18911267869,19307110026@fudan.edu.cn,"839 Lovell Avenue, Los Angeles",1
1527,Munirah Reilie,Male,18624171740,19307110027@fudan.edu.cn,"365 Tayleu Lane, Seoul",0
1528,Ajmail Rodric,Male,18631270852,19307110028@fudan.edu.cn,"712 Meg Road, Seoul",0
1529,Laken Mohkam,None,19198041672,19307110029@fudan.edu.cn,"384 Cees Lane, Buenos Aires",1
1530,Guruvansh Myles,Female,15857252801,19307110030@fudan.edu.cn,"522 Danu Road, Buenos Aires",0
1531,Bethanei Immillah,Male,18672002111,19307110031@fudan.edu.cn,"191 Ciana Avenue, Tokyo",1
1532,Aaniyah Mung,Female,18958998149,19307110032@fudan.edu.cn,"296 Omay Street, Buenos Aires",1
1533,Jose Irah,Female,18636682030,19307110033@fudan.edu.cn,"271 Scierr Avenue, Delhi",1
1534,Ameeya Maicie,Male,18949338923,19307110034@fudan.edu.cn,"387 Caliss Lane, Madrid",0
1535,Izogie Hillary,Male,15896738777,19307110035@fudan.edu.cn,"868 Braedo Street, Manila",1
1536,Letisha Ama,Male,15852603689,19307110036@fudan.edu.cn,"408 Sandra Lane, Seoul",1
1537,Yacub Joey-Jorge,Male,13715805511,19307110037@fudan.edu.cn,"989 Abdalm Road, Buenos Aires",0
1538,Olsen Daniqua,Male,18616227886,19307110038@fudan.edu.cn,"672 Derran Road, Bangkok",0
1539,Liah Asmi,Female,13767392011,19307110039@fudan.edu.cn,"23 Ralfs Street, Madrid",1
1540,Riya Paul-Junior,Male,19153966221,19307110040@fudan.edu.cn,"539 Thalia Road, Bangkok",1
1541,Ailidh-River Isabel-Joan,Female,15856639404,19307110041@fudan.edu.cn,"196 Yaris Street, Los Angeles",1
1542,Kace Ezra-Scott,Male,19195573601,19307110042@fudan.edu.cn,"22 Vladut Lane, Madrid",0
1543,Kaleb-Drew Smilte,Female,15827499883,19307110043@fudan.edu.cn,"905 Aliana Road, Buenos Aires",0
1544,Jayden-Taonga Selyna,Male,18657545125,19307110044@fudan.edu.cn,"54 Molly- Street, Buenos Aires",1
