,username,name,sex,phone,email,address,vip
835,Kymanahaz,Kymanah Evelina,Male,18621922136,18307130335@fudan.edu.cn,"Floren Road, Sao Paulo",1
836,Emmelie9t,Emmelie Reesa,Female,13764922493,18307130336@fudan.edu.cn,"Alicia Road, Seoul",0
837,ChanellAx,Chanell Deacan,Female,13750466187,18307130337@fudan.edu.cn,"Taashi Street, Madrid",0
838,Jeevettx,Jeevet Kirin,Male,15829240588,18307130338@fudan.edu.cn,"Matus Lane, Hong Kong",1
839,Eilidh-MaeXl,Eilidh-Mae Magdalena,Female,15817226586,18307130339@fudan.edu.cn,"Zyan Lane, Hong Kong",0
840,Aryhayo,Aryha Halle-Jade,Female,13713255689,18307130340@fudan.edu.cn,"Aramin Road, Manila",1
841,TayahIM,Tayah Danny-Lee,Female,13766122914,18307130341@fudan.edu.cn,"Reece- Lane, Delhi",0
842,Eddie-JamesXx,Eddie-James Kamar,Female,15898069480,18307130342@fudan.edu.cn,"Venice Road, Bangkok",1
843,HristoeS,Hristo Janemarie,Female,15889500392,18307130343@fudan.edu.cn,"Brian- Lane, Tokyo",0
844,AlwenatL,Alwena Nevaeha,Male,18680239722,18307130344@fudan.edu.cn,"Kobey Lane, Los Angeles",1
845,Twishak1,Twisha Afolabi,Female,18649994287,18307130345@fudan.edu.cn,"Brycen Road, Sao Paulo",1
846,CambriaEO,Cambria Corragh,Male,13784857754,18307130346@fudan.edu.cn,"Kaan Road, Tokyo",0
847,ErvinpZ,Ervin Damilare,Male,13753484063,18307130347@fudan.edu.cn,"Ballen Avenue, Hong Kong",1
848,IslieAe,Islie Rheuben,Male,18943943111,18307130348@fudan.edu.cn,"Cohen- Lane, Sao Paulo",0
849,JoichirocU,Joichiro Cianna,Male,18684109845,18307130349@fudan.edu.cn,"Derrie Lane, Seoul",0
850,AjeetHl,Ajeet Yetunde,Female,19164162965,18307130350@fudan.edu.cn,"Brenne Lane, Buenos Aires",1
851,MailahrA,Mailah Maibrei,Male,18653671879,18307130351@fudan.edu.cn,"Bethan Street, Madrid",0
852,ManandeepqB,Manandeep Namy,Male,15836619701,18307130352@fudan.edu.cn,"Tenzin Lane, Los Angeles",1
853,AdriansEY,Adrians Tadeusz,Female,19136232051,18307130353@fudan.edu.cn,"Yakoub Avenue, Buenos Aires",1
854,Humera56,Humera Hamidah,Male,13779072312,18307130354@fudan.edu.cn,"Aleshi Road, Hong Kong",0
855,NimaDY,Nima Koeplin,Male,18666308262,18307130355@fudan.edu.cn,"Huzaif Lane, Tokyo",0
856,Patrycjaoi,Patrycja Akshay,None,18949193158,18307130356@fudan.edu.cn,"Younou Road, Delhi",1
857,Shaheer85,Shaheer Nelia,Female,18649224553,18307130357@fudan.edu.cn,"Abdull Avenue, Tokyo",0
858,Tiijae4X,Tiijae Yacine,Female,19166492492,18307130358@fudan.edu.cn,"Neophy Street, Sao Paulo",0
859,Trinom21,Trinom Kailey,Male,13783339115,18307130359@fudan.edu.cn,"Taran Street, London",0
860,HuraythGP,Hurayth Gratian,Female,18936449005,18307130360@fudan.edu.cn,"Nyla Avenue, Tokyo",0
861,SaritaCD,Sarita Vaughn,Female,18993190813,18307130361@fudan.edu.cn,"Noorah Road, Seoul",0
862,ZinahDo,Zinah Lilianne,None,18973902964,18307130362@fudan.edu.cn,"Mikie Lane, Guangzhou",1
863,SrichandrarupaKv,Srichandrarupa Adryell,Female,19167400526,18307130363@fudan.edu.cn,"Ajooni Avenue, Bangkok",1
864,Brooklyne7l,Brooklyne Maeby,Female,18987406856,18307130364@fudan.edu.cn,"Arlind Avenue, London",1
865,SorooshQo,Soroosh Keirath,Male,13748052298,18307130365@fudan.edu.cn,"Rahela Avenue, Seoul",0
866,MaiesNY,Maies Tami,Female,15816464287,18307130366@fudan.edu.cn,"Kendal Lane, Seoul",0
867,Elizabeth-RoselE,Elizabeth-Rose Alin,Male,15822852259,18307130367@fudan.edu.cn,"Aoife- Road, Buenos Aires",1
868,Mohamed-Idriss4E,Mohamed-Idriss Laithan,Male,15830332589,18307130368@fudan.edu.cn,"Taylue Avenue, Madrid",0
869,SaalihahA8,Saalihah Moaaz,Male,15819327811,18307130369@fudan.edu.cn,"Reehan Avenue, Buenos Aires",1
870,Ziya-StarHO,Ziya-Star Kneema,Male,18640641620,18307130370@fudan.edu.cn,"Flossi Road, London",1
871,Elizabeta6F,Elizabeta Ajmy,Male,19148956562,18307130371@fudan.edu.cn,"Unaisa Lane, Tokyo",1
872,Alple,Alp Yacub,Female,15814258629,18307130372@fudan.edu.cn,"Mercad Lane, Tokyo",0
873,Hema5I,Hema Aishah,Male,13784434292,18307130373@fudan.edu.cn,"Tess Road, Bangkok",1
874,LaylaZK,Layla Kerry,Female,15810861906,18307130374@fudan.edu.cn,"Anzar Road, Tokyo",0
875,Saiffallah7c,Saiffallah Izzi,Male,15846794148,18307130375@fudan.edu.cn,"Ayesha Road, Beijing",1
876,Angela-MaeRE,Angela-Mae Leyanna,Male,15871311982,18307130376@fudan.edu.cn,"Liadan Lane, Los Angeles",0
877,ClemensaR,Clemens Arley,Female,18947860915,18307130377@fudan.edu.cn,"Cheikh Street, Bangkok",1
878,Rhianin0G,Rhianin Jeitt,Female,18687267409,18307130378@fudan.edu.cn,"Tain Street, Los Angeles",1
879,TinX0,Tin Yaksh,Female,15862627016,18307130379@fudan.edu.cn,"Clara- Street, Tokyo",1
880,AneezaSw,Aneeza Tasvi,Female,13715373542,18307130380@fudan.edu.cn,"Harley Street, Seoul",0
881,DeckiiF,Decki Kezmyn,Female,18971269277,18307130381@fudan.edu.cn,"Sathvi Avenue, Los Angeles",0
882,Aleaha5c,Aleaha Noirin,Male,13753757227,18307130382@fudan.edu.cn,"Kavah Avenue, Madrid",1
883,Jinchen41,Jinchen Garion,Male,18693547007,18307130383@fudan.edu.cn,"Priyan Road, Delhi",0
884,Zaiydenu5,Zaiyden Eia,Male,15861196260,18307130384@fudan.edu.cn,"Muheeb Avenue, Los Angeles",1
885,MohandxX,Mohand Roamie,Female,18967618724,18307130385@fudan.edu.cn,"Farron Avenue, Hong Kong",1
886,AazizIG,Aaziz Payton,Male,18930831550,18307130386@fudan.edu.cn,"Coleto Lane, Delhi",1
887,AssalDx,Assal Kulsoom,Male,13745652836,18307130387@fudan.edu.cn,"Deavin Road, Guangzhou",0
888,VestaLU,Vesta Xinyan,Female,15872029236,18307130388@fudan.edu.cn,"Tora Avenue, Hong Kong",0
889,SerkoBM,Serko Chrystel,Female,18916490267,18307130389@fudan.edu.cn,"Barkla Street, Delhi",1
890,Daisy-BelleLH,Daisy-Belle Tobi,Female,13725835246,18307130390@fudan.edu.cn,"Kyrin Lane, Los Angeles",0
891,AvamartitJ,Avamarti Kelsea-Lee,Female,18982072638,18307130391@fudan.edu.cn,"Muazza Street, Madrid",0
892,RemusmD,Remus Rudy,Female,19182740751,18307130392@fudan.edu.cn,"Kenzie Lane, Buenos Aires",0
893,Lucaison,Lucais Rio-Junior,Male,18981716580,18307130393@fudan.edu.cn,"Connor Street, Hong Kong",1
894,IbaadP7,Ibaad Lillibeth,Female,15827412949,18307130394@fudan.edu.cn,"Amirre Road, Guangzhou",1
895,Ginijane83,Ginijane Lucas-Scott,Male,15878670321,18307130395@fudan.edu.cn,"Aroush Lane, Buenos Aires",0
896,RoyanlQ,Royan Monira,Female,19118612821,18307130396@fudan.edu.cn,"Jaron Lane, Los Angeles",1
897,LaceeWA,Lacee Bahid,Female,15825432079,18307130397@fudan.edu.cn,"Tallul Street, Hong Kong",1
898,Dallynew,Dallyn Soha,Male,15825538096,18307130398@fudan.edu.cn,"Ivy-Bl Street, Manila",0
899,Eleanor-Maeqo,Eleanor-Mae Aryia-Jaye,Female,15861205445,18307130399@fudan.edu.cn,"Wolfra Avenue, Delhi",1
900,SafooraHL,Safoora Elona,Female,18692414977,18307130400@fudan.edu.cn,"Sameea Avenue, Delhi",1
901,AbbighailHb,Abbighail Raef,Male,18631752298,18307130401@fudan.edu.cn,"Talici Avenue, Hong Kong",1
902,Braeden8l,Braeden Achille,Male,15877723979,18307130402@fudan.edu.cn,"Zimran Avenue, Hong Kong",1
903,MarlonNR,Marlon Suffia,Male,18688907701,18307130403@fudan.edu.cn,"Ander Street, Tokyo",1
904,KassymM,Kassy Meena,Male,13787866175,18307130404@fudan.edu.cn,"Zakk Lane, Paris",1
905,Kelanyx,Kelan Henos,Male,13717116786,18307130405@fudan.edu.cn,"Ndunam Avenue, Hong Kong",1
906,Ezra-ScottGy,Ezra-Scott Kerindu,Male,19198374885,18307130406@fudan.edu.cn,"Shiva Road, Los Angeles",1
907,Keryss-Leeud,Keryss-Lee Keyanna,Male,13798077666,18307130407@fudan.edu.cn,"Maidie Lane, Paris",1
908,ZdenkarZ,Zdenka Danaya,Male,18643970472,18307130408@fudan.edu.cn,"Kaly-L Lane, Seoul",1
909,CharlidhZg,Charlidh Aurey,Female,18627524660,18307130409@fudan.edu.cn,"Emelli Street, Seoul",0
910,Kaiminglg,Kaiming Zainulabedeen,Male,18652194687,18307130410@fudan.edu.cn,"Arran Lane, London",0
911,KoraeOg,Korae Josaia,Female,15888295292,18307130411@fudan.edu.cn,"Lullab Road, Beijing",1
912,Haysamk3,Haysam Mattea,Male,15850418309,18307130412@fudan.edu.cn,"Amelle Street, Paris",0
913,GodfreyLO,Godfrey Ioan,Male,13764655163,18307130413@fudan.edu.cn,"Alivie Lane, Buenos Aires",0
914,RoseanneHM,Roseanne Ryleigh,Female,15842323003,18307130414@fudan.edu.cn,"Sowayb Lane, Sao Paulo",1
915,Monalisas0,Monalisa Akeem,Male,18680219399,18307130415@fudan.edu.cn,"Lacey- Lane, Hong Kong",0
916,CodeyaR,Codey Sohrab,Female,18659300259,18307130416@fudan.edu.cn,"Jarron Street, Delhi",1
917,BeratXN,Berat Leighla,Female,19187473700,18307130417@fudan.edu.cn,"Alexxi Avenue, Buenos Aires",0
918,ElwennmN,Elwenn Preya,Male,18611047229,18307130418@fudan.edu.cn,"Jamie- Street, Tokyo",1
919,Adeleine3p,Adeleine Iden,Female,19110672855,18307130419@fudan.edu.cn,"Kenzie Lane, Delhi",0
920,Jenson-James74,Jenson-James Gasim,Female,15844601287,18307130420@fudan.edu.cn,"Tormad Street, Guangzhou",0
921,CaitlynMt,Caitlyn Rashin,Male,15886319077,18307130421@fudan.edu.cn,"Pheera Street, Seoul",1
922,Sheyannewy,Sheyanne Chimara,Male,15860014183,18307130422@fudan.edu.cn,"Aimi Lane, Los Angeles",0
923,LiraelMu,Lirael Kenlii,Male,18910679799,18307130423@fudan.edu.cn,"Gonzal Avenue, Buenos Aires",1
924,PhilGv,Phil Aeya,Male,18640716468,18307130424@fudan.edu.cn,"Keyana Street, London",1
925,Numance,Numan Jozua,Male,18926809431,18307130425@fudan.edu.cn,"Erha Avenue, Tokyo",0
926,CastielAG,Castiel Lennie,Female,18637243814,18307130426@fudan.edu.cn,"Hiedi Lane, London",0
927,Nazirah78,Nazirah Aamanee,Male,15851028978,18307130427@fudan.edu.cn,"Makayl Road, Beijing",0
928,DmitriiQ8,Dmitrii Dany,Female,18637380937,18307130428@fudan.edu.cn,"Arya-I Street, Tokyo",1
929,GioeleUG,Gioele Tariebi,Female,19123980377,18307130429@fudan.edu.cn,"Raab Road, Buenos Aires",0
930,Klarkwy,Klark Raqayim,Female,18917230084,18307130430@fudan.edu.cn,"Naylaa Lane, Guangzhou",0
931,Igorsdq,Igors Anna-Star,Male,18940633769,18307130431@fudan.edu.cn,"Eden-A Road, Delhi",1
932,CatelynVW,Catelyn Ellsa,Male,18666550298,18307130432@fudan.edu.cn,"Wiam Avenue, Paris",1
933,LevisLk,Levis Rehanna,Male,13735366120,18307130433@fudan.edu.cn,"Ralph Avenue, Paris",0
934,Arriah-Rose5g,Arriah-Rose Zineddine,Male,18946010011,18307130434@fudan.edu.cn,"Manel Lane, Beijing",1
935,Lowrie7k,Lowrie Snehil,Male,13779421396,18307130435@fudan.edu.cn,"Yossif Lane, Madrid",1
936,Migle7j,Migle Hrithik,Male,15860137704,18307130436@fudan.edu.cn,"Popie Street, Sao Paulo",1
937,River-RoseDN,River-Rose Donia,Female,18991818350,18307130437@fudan.edu.cn,"Royan Lane, London",1
938,BaranrF,Baran Kalyia,Female,18915985013,18307130438@fudan.edu.cn,"Kadae Avenue, Seoul",1
939,Daaniya2W,Daaniya Ketan,Female,18960928871,18307130439@fudan.edu.cn,"Ian-He Road, Manila",1
940,Joshua-JamesKD,Joshua-James Zhahrah,None,18946890873,18307130440@fudan.edu.cn,"Dahlia Avenue, Shanghai",0
941,Alizayhg,Alizay Nevahmai,Female,18685002651,18307130441@fudan.edu.cn,"Ouff Avenue, Sao Paulo",0
942,JaydanaCO,Jaydana Mason-Jay,Female,19149148083,18307130442@fudan.edu.cn,"Rolana Road, Buenos Aires",0
943,NimratN8,Nimrat Jugraj,Female,15823990787,18307130443@fudan.edu.cn,"Samay Road, Beijing",0
944,Rey9q,Rey Lucie-Lou,Female,18637612557,18307130444@fudan.edu.cn,"Lilly- Avenue, Guangzhou",1
945,RaganJn,Ragan Kiedis,Male,19116183873,18307130445@fudan.edu.cn,"Kellin Street, Tokyo",1
946,MekaalBX,Mekaal Sumagna,Female,19134958774,18307130446@fudan.edu.cn,"Faraid Road, Seoul",1
947,Annissacn,Annissa Nishka,Male,19167192744,18307130447@fudan.edu.cn,"Joshua Avenue, Hong Kong",1
948,Veerica8O,Veerica Diago,Female,19157189853,18307130448@fudan.edu.cn,"Josefi Road, Seoul",0
949,Mahak93,Mahak Aibrahym,Male,13715780415,18307130449@fudan.edu.cn,"Robyn- Street, Delhi",1
950,Saeeda8T,Saeeda Elijah-Lee,Male,18975250888,18307130450@fudan.edu.cn,"Maslon Avenue, Guangzhou",0
951,Giorgianax4,Giorgiana Rio-James,Male,18974329937,18307130451@fudan.edu.cn,"Prince Avenue, Manila",1
952,Maya-Maria2A,Maya-Maria Jamie-Ryan,Male,13751959896,18307130452@fudan.edu.cn,"Briell Lane, Buenos Aires",0
953,LyarraaD,Lyarra Novalee,None,19173793854,18307130453@fudan.edu.cn,"Jessic Road, Paris",0
954,SiyamthandaSl,Siyamthanda Chunyi,Male,18964592109,18307130454@fudan.edu.cn,"Mishka Lane, Seoul",0
955,Tian-MuxS,Tian-Mu Ellaria,Male,13749346624,18307130455@fudan.edu.cn,"Rafal Road, Sao Paulo",0
956,Myah-LayaBQ,Myah-Laya Maksimiljan,Male,18640424073,18307130456@fudan.edu.cn,"Yoser Avenue, Seoul",1
957,Maxx-JamesyQ,Maxx-James Claigh,Female,18692380983,18307130457@fudan.edu.cn,"Lacey- Street, Beijing",0
958,DanusaYJ,Danusa Rahib,Female,18696998791,18307130458@fudan.edu.cn,"Prasam Road, Beijing",1
959,Perri-JaycA,Perri-Jay Henry-Lukas,Female,15872592632,18307130459@fudan.edu.cn,"Evar Road, Delhi",0
960,KenadieAs,Kenadie Nisha,Male,18623120169,18307130460@fudan.edu.cn,"Jayden Lane, Delhi",1
961,Harlyndk,Harlyn Nenyasha,Male,13726652399,18307130461@fudan.edu.cn,"Safiya Avenue, London",1
962,CadainAR,Cadain Charlie,Male,18643884012,18307130462@fudan.edu.cn,"Renwic Street, Bangkok",0
963,Sofie-Rosezb,Sofie-Rose Stevi-Leigh,Male,13755609279,18307130463@fudan.edu.cn,"Alexan Avenue, Shanghai",0
964,Karrick33,Karrick Dwayne-James,Female,19135398266,18307130464@fudan.edu.cn,"Broden Road, Tokyo",1
965,HamaadQ2,Hamaad Mousa,Female,18945039721,18307130465@fudan.edu.cn,"Oswald Road, Beijing",1
966,Walter3u,Walter Rosalin,Male,13713483882,18307130466@fudan.edu.cn,"Yeirah Avenue, Madrid",0
967,Olufoyinolame,Olufoyinola Morrigun,Female,18919158281,18307130467@fudan.edu.cn,"Berwyn Street, Guangzhou",0
968,Margaretlw,Margaret Macy-Dee,Female,18937461568,18307130468@fudan.edu.cn,"Riyapr Street, Beijing",0
969,Sahntanu5L,Sahntanu Ariston,Male,19128983633,18307130469@fudan.edu.cn,"Eddi Lane, Hong Kong",0
970,Ambrus-LargsF6,Ambrus-Largs Ruo,Female,19134501510,18307130470@fudan.edu.cn,"Arabel Road, Beijing",1
971,LaineyO6,Lainey Lee,Male,19126343022,18307130471@fudan.edu.cn,"Rubi-A Road, Manila",1
972,LyllTD,Lyll Awar,Male,19148851668,18307130472@fudan.edu.cn,"Lilly- Road, Madrid",0
973,Ebru3V,Ebru Prayer,Female,18648415397,18307130473@fudan.edu.cn,"Eve Lane, Bangkok",0
974,NataliyajO,Nataliya Cassiah,Male,18917683674,18307130474@fudan.edu.cn,"Remas Lane, Shanghai",0
975,OscarU3,Oscar Ailagh,None,19168544520,18307130475@fudan.edu.cn,"Mila-L Avenue, Tokyo",0
976,MuhammetZs,Muhammet Leigh-Roy,Female,18635031361,18307130476@fudan.edu.cn,"Enea Lane, Delhi",1
977,Emie-LeeyQ,Emie-Lee Kraylogan,Male,18977339749,18307130477@fudan.edu.cn,"Rafiah Avenue, Delhi",0
978,Coltynx3,Coltyn Aresha,Male,19150943508,18307130478@fudan.edu.cn,"Shrira Street, London",0
979,GallagherOB,Gallagher Sienaleigh,Female,13745393095,18307130479@fudan.edu.cn,"Yozge Avenue, Hong Kong",1
980,Vickyum,Vicky Aurey,Female,15853885471,18307130480@fudan.edu.cn,"Viet Avenue, Bangkok",1
981,SatvirNj,Satvir Anfal,None,18624105521,18307130481@fudan.edu.cn,"Caylab Street, Los Angeles",1
982,BerriOz,Berri Lia-Alexia,Male,18617556121,18307130482@fudan.edu.cn,"Rainah Avenue, Manila",1
983,AadmNJ,Aadm Bane,Male,15860633938,18307130483@fudan.edu.cn,"Jennae Road, Madrid",1
984,ArcziFV,Arczi Labiba,Male,18945034745,18307130484@fudan.edu.cn,"Anwaar Avenue, Paris",1
985,MacaulieMd,Macaulie Celina,Female,13762754572,18307130485@fudan.edu.cn,"Liezl Lane, Delhi",0
986,DarkocW,Darko Lilly-Brooke,Female,18675100384,18307130486@fudan.edu.cn,"Renit Road, London",1
987,Ember-RoseO4,Ember-Rose Thirza,Male,18671671465,18307130487@fudan.edu.cn,"Cheste Lane, Beijing",1
988,Scarlett-BeauIq,Scarlett-Beau Billie-J,Male,19190288317,18307130488@fudan.edu.cn,"Huo Road, Beijing",0
989,RubinDL,Rubin Zakarie,Male,18692504887,18307130489@fudan.edu.cn,"Geuoma Lane, Tokyo",0
990,KhaylaJv,Khayla Luyi,Male,19162567020,18307130490@fudan.edu.cn,"Bhreac Avenue, Guangzhou",0
991,LeylandMQ,Leyland Annayah,Female,19128751117,18307130491@fudan.edu.cn,"Matlid Road, Buenos Aires",0
992,HarmanjotYg,Harmanjot Nuriya,Male,15844075274,18307130492@fudan.edu.cn,"Ellija Lane, Guangzhou",1
993,Neelanj3,Neelan Callum-Lee,Male,18671262866,18307130493@fudan.edu.cn,"Xinyi Street, Beijing",0
994,AbigayleWD,Abigayle Muntasin,Male,18977064938,18307130494@fudan.edu.cn,"Shrana Avenue, Seoul",0
995,Aqiba1o,Aqiba Mary-Grace,Male,18631800396,18307130495@fudan.edu.cn,"Aidyn Lane, Shanghai",1
996,Ritvikuv,Ritvik Leyah,Male,19193459041,18307130496@fudan.edu.cn,"Lamar Avenue, Paris",1
997,RumaisaaB,Rumaisa Thomas-Ralph,Female,18952273156,18307130497@fudan.edu.cn,"Charle Avenue, Beijing",0
998,Kaytee3E,Kaytee Zara-Grace,Male,18648620100,18307130498@fudan.edu.cn,"Habeeb Avenue, Delhi",1
999,ElysiaYB,Elysia Taariq,Female,15870524813,18307130499@fudan.edu.cn,"Ritchi Road, Delhi",1
1000,Chloe-JayYD,Chloe-Jay Jasdev,Female,15886073662,18300180000@fudan.edu.cn,"Buddy Road, Sao Paulo",0
1001,MerridaAm,Merrida Ameja,Male,19186833451,18300180001@fudan.edu.cn,"Abber Road, Los Angeles",0
1002,Darryll5m,Darryll Jasmeen,Male,19182052781,18300180002@fudan.edu.cn,"Alexis Avenue, Los Angeles",0
1003,Anne-Sophiemh,Anne-Sophie Amy-Leigh,Female,13719255894,18300180003@fudan.edu.cn,"Andehs Avenue, Hong Kong",1
1004,Aelwen7p,Aelwen Bonita,Male,13744514403,18300180004@fudan.edu.cn,"Denise Avenue, Delhi",1
1005,Blaike-EmeyPs,Blaike-Emey Nuri,Male,13780753974,18300180005@fudan.edu.cn,"Eshita Avenue, Manila",0
1006,MaahirL,Maahi Abobaker,Female,19140098547,18300180006@fudan.edu.cn,"Paisle Road, Seoul",0
1007,Aviannah1P,Aviannah Corinna,Female,13774543235,18300180007@fudan.edu.cn,"Nickhi Street, Seoul",0
1008,Kaelamnh87,Kaelamnh Aria-Leigh,Female,15871837371,18300180008@fudan.edu.cn,"Dastin Lane, Delhi",0
1009,Iqbal0F,Iqbal Deven-Jon,Male,13712269318,18300180009@fudan.edu.cn,"Yannis Street, Seoul",0
1010,RiannonlG,Riannon Aizah,Female,18613988982,18300180010@fudan.edu.cn,"Abubak Lane, Beijing",1
1011,SolinYL,Solin Bremy,Female,18971424330,18300180011@fudan.edu.cn,"Oli Avenue, Delhi",0
1012,Nkosiphilesc,Nkosiphile Ivy-Angeles,Female,18956195598,18300180012@fudan.edu.cn,"Armaal Street, Buenos Aires",0
1013,Mattias0R,Mattias Badr,Female,13791539131,18300180013@fudan.edu.cn,"Sher-E Lane, Los Angeles",0
1014,Ballena1X,Ballena Francesco,Female,15868256147,18300180014@fudan.edu.cn,"Nabiha Road, Paris",1
1015,Koshads,Kosha Millie-May,Male,18969572803,18300180015@fudan.edu.cn,"Megan- Road, Madrid",1
1016,Shonali1i,Shonali Tej,Female,13792182213,18300180016@fudan.edu.cn,"Saxs Street, Sao Paulo",1
1017,Roeelg,Roee Goten,Female,19196497797,18300180017@fudan.edu.cn,"Coban Street, Madrid",0
1018,NadhilL,Nadhi Jaksen,Male,18644073364,18300180018@fudan.edu.cn,"Harsha Lane, Paris",1
1019,Kansasf0,Kansas Alicia,Male,15817308373,18300180019@fudan.edu.cn,"Jochem Avenue, Paris",1
1020,Manatlq,Manat Cassia,Female,18982367436,18300180020@fudan.edu.cn,"Izak Avenue, Guangzhou",0
1021,YashveerqL,Yashveer Zejneb,Male,18999314764,18300180021@fudan.edu.cn,"Abdulk Street, Guangzhou",1
1022,HuzaimaMu,Huzaima Milli-May,Male,18913142564,18300180022@fudan.edu.cn,"Jayk Avenue, Manila",1
1023,PedramHn,Pedram Hannan,Female,19113388681,18300180023@fudan.edu.cn,"Kelsie Street, Beijing",0
1024,LeylandyE,Leyland Kanishka,Female,13726802925,18300180024@fudan.edu.cn,"Deane Road, Hong Kong",0
1025,Atakan3a,Atakan Ingebjorg,Male,18986120343,18300180025@fudan.edu.cn,"Nicode Avenue, Guangzhou",1
1026,Stephanel,Stephan Annellise,Female,13798403034,18300180026@fudan.edu.cn,"Leilah Road, Sao Paulo",1
1027,KayetanlP,Kayetan Nylah-Grace,Male,15821167075,18300180027@fudan.edu.cn,"Oaklyn Lane, Los Angeles",1
1028,TejanSj,Tejan Hakeem,Male,13735263664,18300180028@fudan.edu.cn,"Jaymie Avenue, Manila",1
1029,Noorulain2B,Noorulain Lochain,Female,18960366400,18300180029@fudan.edu.cn,"Gusts Lane, Beijing",1
1030,JasdevZY,Jasdev Ezana,Female,19127237781,18300180030@fudan.edu.cn,"Belisa Lane, Sao Paulo",1
1031,SeverianoTz,Severiano Ruairdh,Male,18655658593,18300180031@fudan.edu.cn,"Olivia Street, Buenos Aires",1
1032,KrishnenduE2,Krishnendu Annan,Male,15826531598,18300180032@fudan.edu.cn,"Laird Lane, Shanghai",1
1033,Eimhirnv,Eimhir Trei,Male,13775669416,18300180033@fudan.edu.cn,"Ismah Lane, Manila",1
1034,SimarleenI1,Simarleen Calanais,Male,18680838745,18300180034@fudan.edu.cn,"Aaryav Road, Tokyo",1
1035,DustinBX,Dustin Urbain,Female,18618354551,18300180035@fudan.edu.cn,"Azael Lane, Shanghai",1
1036,NezekTv,Nezek Brookelyn,Male,13788698956,18300180036@fudan.edu.cn,"Ryan-L Avenue, Seoul",0
1037,Ciara-RosecV,Ciara-Rose Ardi,Male,13766722482,18300180037@fudan.edu.cn,"Affaan Avenue, Sao Paulo",0
1038,Zander-GeorgeBG,Zander-George Zal,Female,13779087041,18300180038@fudan.edu.cn,"Reve Avenue, Hong Kong",1
1039,LaurinaES,Laurina Milania,Male,18979303138,18300180039@fudan.edu.cn,"Rosie- Avenue, Shanghai",0
1040,Sukh96,Sukh Kian-Scott,Male,18623731789,18300180040@fudan.edu.cn,"Yarin Avenue, Tokyo",0
1041,Cydik,Cyd Tawananyasha,Female,15814634465,18300180041@fudan.edu.cn,"Mann Avenue, Beijing",0
1042,GizellewP,Gizelle Navada,Female,13742976467,18300180042@fudan.edu.cn,"Yi-Lan Street, Los Angeles",0
1043,Lelyan0e,Lelyan Amaryss,Female,19163113236,18300180043@fudan.edu.cn,"Daisy- Lane, Beijing",0
1044,Ivey-GraceJl,Ivey-Grace Adhiya,Female,15877231167,18300180044@fudan.edu.cn,"Hansi Lane, Guangzhou",0
1045,EliaviO,Eliav Gori,Female,15823178569,18300180045@fudan.edu.cn,"Jahmal Street, Guangzhou",0
1046,Shaniqua7L,Shaniqua Jolie-Amber,Male,19183507650,18300180046@fudan.edu.cn,"Laylin Road, Beijing",0
1047,FultonP6,Fulton Kah,Female,18623311890,18300180047@fudan.edu.cn,"Loui Road, Hong Kong",0
1048,MarroRv,Marro Killian,Male,15874870957,18300180048@fudan.edu.cn,"Aroa Street, Paris",1
1049,TiijaeuI,Tiijae Kayben,Male,19164641349,18300180049@fudan.edu.cn,"Lilac Lane, Hong Kong",1
1050,Anna-SophiaG7,Anna-Sophia Cerese,Female,15847695587,18300180050@fudan.edu.cn,"Carrie Street, Sao Paulo",1
1051,KevaFx,Keva Eluid,Female,15876585821,18300180051@fudan.edu.cn,"Rishan Street, Seoul",1
1052,Charlene82,Charlene Breaghannon,Female,18942112302,18300180052@fudan.edu.cn,"Farha Avenue, Buenos Aires",1
1053,EtharmZ,Ethar Tayo,Male,19189594725,18300180053@fudan.edu.cn,"Sevill Avenue, Delhi",0
1054,Kainan4L,Kainan Murael,Male,13767905422,18300180054@fudan.edu.cn,"Arjun Street, Buenos Aires",0
1055,AshlynFL,Ashlyn Ksawery,Male,13797813430,18300180055@fudan.edu.cn,"Amez Street, Tokyo",0
1056,MaycieFt,Maycie Noh,Male,18964782732,18300180056@fudan.edu.cn,"Holly- Avenue, Madrid",1
1057,AdynLu,Adyn Roho,Female,13729935508,18300180057@fudan.edu.cn,"Petar Street, Tokyo",1
1058,Aoife-MarieJB,Aoife-Marie Kade-Carter,Female,18670104176,18300180058@fudan.edu.cn,"Ghengi Road, Los Angeles",0
1059,ArmandoX6,Armando Awaisa,Male,18610452785,18300180059@fudan.edu.cn,"Ellah Street, Hong Kong",1
1060,Mikayal6R,Mikayal Haadiya,Male,15840853837,18300180060@fudan.edu.cn,"Ushna Avenue, Shanghai",0
1061,LyndseyBk,Lyndsey Issam,Female,19174139995,18300180061@fudan.edu.cn,"Shevau Road, Beijing",0
1062,Lucindagp,Lucinda Rosie-Jane,Female,13710333971,18300180062@fudan.edu.cn,"Mara-R Road, Paris",1
1063,Amber-LilyQA,Amber-Lily Mairead-Jane,Male,13732132351,18300180063@fudan.edu.cn,"Aibne Lane, Delhi",0
1064,Harlie2z,Harlie Cheyannia,Male,13754866943,18300180064@fudan.edu.cn,"Manfry Avenue, Buenos Aires",0
1065,Ariellen5,Arielle Reiya,Male,18613005884,18300180065@fudan.edu.cn,"Caitly Avenue, Seoul",0
